concept:name,lifecycle:transition,org:resource,time:timestamp,Program,Course code,Grade,case:concept:name,case:variant,case:variant-index,case:creator
DE11-20,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2018-04-06 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",DE11-20,10,STNR008426,Variant 6496,6496,Fluxicon Disco
2405,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2018-05-25 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2405,0,STNR008426,Variant 6496,6496,Fluxicon Disco
2405,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2018-08-31 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2405,10,STNR008426,Variant 6496,6496,Fluxicon Disco
S11-07-1,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2018-09-21 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",S11-07-1,BE,STNR008426,Variant 6496,6496,Fluxicon Disco
41650,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2017-08-21 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",41650,EM,STNR008428,Variant 6498,6498,Fluxicon Disco
S11-10-1,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2017-11-06 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",S11-10-1,2,STNR008428,Variant 6498,6498,Fluxicon Disco
41650,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2018-05-17 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",41650,EM,STNR008428,Variant 6498,6498,Fluxicon Disco
12205,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2018-06-22 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",12205,EM,STNR008428,Variant 6498,6498,Fluxicon Disco
11311,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2017-09-26 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",11311,0,STNR008429,Variant 6499,6499,Fluxicon Disco
S11-10-1,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2017-12-12 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",S11-10-1,10,STNR008429,Variant 6499,6499,Fluxicon Disco
11020,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2018-01-16 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",11020,4,STNR008429,Variant 6499,6499,Fluxicon Disco
11311,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2018-06-26 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",11311,2,STNR008429,Variant 6499,6499,Fluxicon Disco
42429,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2019-09-25 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",42429,7,STNR008429,Variant 6499,6499,Fluxicon Disco
DE11-20,complete,"Arktisk byggeri og infrastruktur, ing.prof.bach.",2019-12-19 00:00:00+00:00,"Arktisk byggeri og infrastruktur, ing.prof.bach.",DE11-20,7,STNR008429,Variant 6499,6499,Fluxicon Disco
42401,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-12-12 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42401,4,STNR008450,Variant 6520,6520,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-06-21 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,7,STNR008450,Variant 6520,6520,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-07 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,10,STNR008455,Variant 6522,6522,Fluxicon Disco
S42-10-1,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-09-28 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",S42-10-1,BE,STNR008455,Variant 6522,6522,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-03 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,12,STNR008468,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-08-28 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,12,STNR008470,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-03 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,12,STNR008480,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-11-08 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,EM,STNR008512,Variant 6572,6572,Fluxicon Disco
42433,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-12-08 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42433,10,STNR008512,Variant 6572,6572,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-03-02 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,4,STNR008512,Variant 6572,6572,Fluxicon Disco
42413,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42413,12,STNR008515,Variant 6575,6575,Fluxicon Disco
42433,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-12-08 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42433,10,STNR008515,Variant 6575,6575,Fluxicon Disco
42071,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-12-11 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42071,10,STNR008515,Variant 6575,6575,Fluxicon Disco
42086,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-12-22 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42086,10,STNR008515,Variant 6575,6575,Fluxicon Disco
42457,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-01-19 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42457,4,STNR008515,Variant 6575,6575,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-08-23 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,7,STNR008515,Variant 6575,6575,Fluxicon Disco
42413,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42413,10,STNR008516,Variant 53,53,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-08-09 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,10,STNR008516,Variant 53,53,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-01-23 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,7,STNR008518,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-06-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,12,STNR008519,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,10,STNR008520,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-31 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,10,STNR008521,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,12,STNR008522,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-11-23 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,2,STNR008523,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-04 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,10,STNR008524,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-03 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,4,STNR008525,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-04 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,10,STNR008526,Variant 1,1,Fluxicon Disco
42413,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42413,12,STNR008529,Variant 53,53,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-03-09 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,7,STNR008529,Variant 53,53,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-03 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,4,STNR008541,Variant 1,1,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-03 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,7,STNR008561,Variant 1,1,Fluxicon Disco
42413,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42413,10,STNR008583,Variant 6626,6626,Fluxicon Disco
S42-05-1,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-11-28 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",S42-05-1,12,STNR008583,Variant 6626,6626,Fluxicon Disco
42433,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-12-08 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42433,10,STNR008583,Variant 6626,6626,Fluxicon Disco
42104,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-12-22 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42104,10,STNR008583,Variant 6626,6626,Fluxicon Disco
42457,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-01-19 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42457,10,STNR008583,Variant 6626,6626,Fluxicon Disco
S42-05-2,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-01-28 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",S42-05-2,12,STNR008583,Variant 6626,6626,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-07-09 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,12,STNR008583,Variant 6626,6626,Fluxicon Disco
S42-10-3,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-02-07 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",S42-10-3,BE,STNR008613,Variant 6652,6652,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2019-02-07 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,10,STNR008613,Variant 6652,6652,Fluxicon Disco
42413,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42413,12,STNR008642,Variant 53,53,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-06-21 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,12,STNR008642,Variant 53,53,Fluxicon Disco
42413,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42413,12,STNR008643,Variant 53,53,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-08-09 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,12,STNR008643,Variant 53,53,Fluxicon Disco
42413,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42413,12,STNR008644,Variant 53,53,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-09-21 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,10,STNR008644,Variant 53,53,Fluxicon Disco
E42-30,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-01-16 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-30,10,STNR008652,Variant 1,1,Fluxicon Disco
42413,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42413,12,STNR008677,Variant 68,68,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-08-04 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,7,STNR008677,Variant 68,68,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-08-31 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,EM,STNR008682,Variant 97,97,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-01-30 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,12,STNR008682,Variant 97,97,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-02-08 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,10,STNR008683,Variant 17,17,Fluxicon Disco
S42-10-1,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-11-16 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",S42-10-1,12,STNR008684,Variant 180,180,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-02-12 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,12,STNR008684,Variant 180,180,Fluxicon Disco
S42-10-1,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-09-25 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",S42-10-1,10,STNR008693,Variant 180,180,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-05-29 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,10,STNR008693,Variant 180,180,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-08-31 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,EM,STNR008698,Variant 97,97,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-01-30 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,12,STNR008698,Variant 97,97,Fluxicon Disco
42413,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42413,12,STNR008700,Variant 68,68,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-08-22 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,10,STNR008700,Variant 68,68,Fluxicon Disco
42413,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42413,12,STNR008729,Variant 6752,6752,Fluxicon Disco
S42-05-1,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-03-01 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",S42-05-1,BE,STNR008729,Variant 6752,6752,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-09-10 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,12,STNR008729,Variant 6752,6752,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-01-25 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,4,STNR008731,Variant 17,17,Fluxicon Disco
42413,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2017-07-06 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",42413,10,STNR008750,Variant 68,68,Fluxicon Disco
E42-35,complete,"Industriel økonomi og teknologiledelse, cand.polyt.",2018-08-29 00:00:00+00:00,"Industriel økonomi og teknologiledelse, cand.polyt.",E42-35,10,STNR008750,Variant 68,68,Fluxicon Disco
S42-05-1,complete,"Byggeri og infrastruktur, ing.prof.bach.",2017-08-01 00:00:00+00:00,"Byggeri og infrastruktur, ing.prof.bach.",S42-05-1,7,STNR008760,Variant 160,160,Fluxicon Disco
42582,complete,"Data science og datamangament, ing.bach.",2017-12-13 00:00:00+00:00,"Data science og datamangament, ing.bach.",42582,12,STNR008807,Variant 6826,6826,Fluxicon Disco
42580,complete,"Data science og datamangament, ing.bach.",2017-12-20 00:00:00+00:00,"Data science og datamangament, ing.bach.",42580,12,STNR008807,Variant 6826,6826,Fluxicon Disco
1017,complete,"Data science og datamangament, ing.bach.",2018-01-22 00:00:00+00:00,"Data science og datamangament, ing.bach.",1017,7,STNR008807,Variant 6826,6826,Fluxicon Disco
2633,complete,"Data science og datamangament, ing.bach.",2018-02-16 00:00:00+00:00,"Data science og datamangament, ing.bach.",2633,7,STNR008807,Variant 6826,6826,Fluxicon Disco
2170,complete,"Data science og datamangament, ing.bach.",2018-06-08 00:00:00+00:00,"Data science og datamangament, ing.bach.",2170,10,STNR008807,Variant 6826,6826,Fluxicon Disco
42101,complete,"Data science og datamangament, ing.bach.",2018-06-15 00:00:00+00:00,"Data science og datamangament, ing.bach.",42101,7,STNR008807,Variant 6826,6826,Fluxicon Disco
1005,complete,"Data science og datamangament, ing.bach.",2018-06-22 00:00:00+00:00,"Data science og datamangament, ing.bach.",1005,12,STNR008807,Variant 6826,6826,Fluxicon Disco
2403,complete,"Data science og datamangament, ing.bach.",2018-06-29 00:00:00+00:00,"Data science og datamangament, ing.bach.",2403,7,STNR008807,Variant 6826,6826,Fluxicon Disco
42415,complete,"Data science og datamangament, ing.bach.",2018-06-29 00:00:00+00:00,"Data science og datamangament, ing.bach.",42415,12,STNR008807,Variant 6826,6826,Fluxicon Disco
1037,complete,"Data science og datamangament, ing.bach.",2018-09-13 00:00:00+00:00,"Data science og datamangament, ing.bach.",1037,10,STNR008807,Variant 6826,6826,Fluxicon Disco
2101,complete,"Data science og datamangament, ing.bach.",2018-12-28 00:00:00+00:00,"Data science og datamangament, ing.bach.",2101,12,STNR008807,Variant 6826,6826,Fluxicon Disco
2601,complete,"Data science og datamangament, ing.bach.",2019-01-08 00:00:00+00:00,"Data science og datamangament, ing.bach.",2601,10,STNR008807,Variant 6826,6826,Fluxicon Disco
2450,complete,"Data science og datamangament, ing.bach.",2019-01-09 00:00:00+00:00,"Data science og datamangament, ing.bach.",2450,7,STNR008807,Variant 6826,6826,Fluxicon Disco
42005,complete,"Data science og datamangament, ing.bach.",2019-01-11 00:00:00+00:00,"Data science og datamangament, ing.bach.",42005,12,STNR008807,Variant 6826,6826,Fluxicon Disco
10052,complete,"Data science og datamangament, ing.bach.",2019-02-21 00:00:00+00:00,"Data science og datamangament, ing.bach.",10052,10,STNR008807,Variant 6826,6826,Fluxicon Disco
42583,complete,"Data science og datamangament, ing.bach.",2019-05-29 00:00:00+00:00,"Data science og datamangament, ing.bach.",42583,10,STNR008807,Variant 6826,6826,Fluxicon Disco
10054,complete,"Data science og datamangament, ing.bach.",2019-06-21 00:00:00+00:00,"Data science og datamangament, ing.bach.",10054,10,STNR008807,Variant 6826,6826,Fluxicon Disco
2105,complete,"Data science og datamangament, ing.bach.",2019-06-24 00:00:00+00:00,"Data science og datamangament, ing.bach.",2105,10,STNR008807,Variant 6826,6826,Fluxicon Disco
42584,complete,"Data science og datamangament, ing.bach.",2019-06-27 00:00:00+00:00,"Data science og datamangament, ing.bach.",42584,12,STNR008807,Variant 6826,6826,Fluxicon Disco
42610,complete,"Data science og datamangament, ing.bach.",2019-07-02 00:00:00+00:00,"Data science og datamangament, ing.bach.",42610,4,STNR008807,Variant 6826,6826,Fluxicon Disco
42406,complete,"Data science og datamangament, ing.bach.",2019-12-18 00:00:00+00:00,"Data science og datamangament, ing.bach.",42406,12,STNR008807,Variant 6826,6826,Fluxicon Disco
