STUDIENR,UDDANNELSE,KURSKODE,KURSTXT,BEDOMMELSE,SKALA,ECTS,UDPROVNING,CENSUR,BEDOMMELSESDATO
STNR000027,"Informationsteknologi, cand.polyt.",88383,88383 Akademisk informationssøgning - styrk dine informationskompetencer,BE,bestået/ikke bestået,2.5,Skriftlig,ekstern censur,2020-01-24
STNR000027,"Informationsteknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,4,7-trinsskala,30.0,Projekt,ekstern censur,2020-06-19
STNR000027,"Informationsteknologi, cand.polyt.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2019-09-02
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",2180,02180 Introduktion til kunstig intelligens,4,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-07-09
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",2285,02285 Kunstig intelligens og multiagent-systemer,12,7-trinsskala,7.5,Skriftlig,intern censur,2020-07-05
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",2454,02454 Introduktion til kognitionsvidenskab,10,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2020-05-20
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",2454,02454 Introduktion til kognitionsvidenskab,-3,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2020-01-27
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",2504,02504 Computer vision,4,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2020-05-27
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",2512,02512 Indledende medicinsk billedanalyse,4,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2020-06-23
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",2805,02805 Sociale grafer og interaktioner,7,7-trinsskala,10.0,Skriftlig,intern censur,2019-01-08
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",2806,02806 Social dataanalyse og visualisering,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-11
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",2808,02808 Personal data interaction,7,7-trinsskala,10.0,Afløsningsopgave,ekstern censur,2019-06-17
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",2823,02823 Computerspilprototyper,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-21
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",2826,02826 Lyddesign gennem funktionsprogrammering,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-12-29
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",42087,42087 Design Methods and Reflective Practice,10,7-trinsskala,10.0,Afløsningsopgave,intern censur,2019-12-18
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",42348,42348 Bæredygtig udvikling af nye teknologier,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-02-18
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",42634,42634 X-Tech entrepreneurship,10,7-trinsskala,10.0,Mundtlig,ekstern censur,2019-12-16
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",88383,88383 Akademisk informationssøgning - styrk dine informationskompetencer,BE,bestået/ikke bestået,2.5,Skriftlig,ekstern censur,2020-01-24
STNR000037,"Menneskeorienteret kunstig intelligens, cand.polyt.",E01-30,Institut for Matematik og Computer Science,4,7-trinsskala,30.0,Projekt,ekstern censur,2021-02-26
STNR000081,"Fysik og nanoteknologi, cand.polyt.",2450,02450 Introduktion til machine learning og data mining,2,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-06-14
STNR000081,"Fysik og nanoteknologi, cand.polyt.",10122,10122 Statistisk fysik,0,7-trinsskala,5.0,Skriftlig,intern censur,2018-12-20
STNR000081,"Fysik og nanoteknologi, cand.polyt.",10122,10122 Statistisk fysik,4,7-trinsskala,5.0,Skriftlig,intern censur,2019-05-22
STNR000081,"Fysik og nanoteknologi, cand.polyt.",10304,10304 Eksperimentel overfladefysik,10,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-05-23
STNR000081,"Fysik og nanoteknologi, cand.polyt.",10333,10333 Fysikken i vedvarende energi,10,7-trinsskala,5.0,Skriftlig,intern censur,2017-12-20
STNR000081,"Fysik og nanoteknologi, cand.polyt.",33321,33321 Nanosystemteknologi,7,7-trinsskala,10.0,Mundtlig,ekstern censur,2017-12-12
STNR000081,"Fysik og nanoteknologi, cand.polyt.",33525,33525 Eksperimentelt projekt i fysik og nanoteknologi,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-01-29
STNR000081,"Fysik og nanoteknologi, cand.polyt.",34540,34540 Lysemitterende dioder og solceller til energianvendelser,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-01-19
STNR000081,"Fysik og nanoteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",10,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-01-29
STNR000081,"Fysik og nanoteknologi, cand.polyt.",47301,47301 Brintenergi og brændselsceller,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-07-18
STNR000081,"Fysik og nanoteknologi, cand.polyt.",47319,47319 Funktionelle materialer,10,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-05-15
STNR000081,"Fysik og nanoteknologi, cand.polyt.",47316-1,47316 Avancerede metoder til computersimuleringer af energimaterialer,10,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2017-12-21
STNR000081,"Fysik og nanoteknologi, cand.polyt.",47318-1,47318 Avanceret kemi for ikke-kemikere,12,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2019-01-03
STNR000081,"Fysik og nanoteknologi, cand.polyt.",E10-35,Institut for Fysik,7,7-trinsskala,35.0,Projekt,ekstern censur,2019-07-10
STNR000081,"Fysik og nanoteknologi, cand.polyt.",S10-05-1,Specialkursus ved Institut for Fysik,10,7-trinsskala,5.0,Projekt,intern censur,2018-07-10
STNR000081,"Fysik og nanoteknologi, cand.polyt.",S10-05-2,Specialkursus ved Institut for Fysik,BE,7-trinsskala,5.0,Projekt,intern censur,2018-12-22
STNR000106,"Anvendt kemi, cand.polyt.",28310,28310 Kemisk og biokemisk produktdesign,12,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-02-21
STNR000106,"Anvendt kemi, cand.polyt.",41736,41736 Plastprocesser,12,7-trinsskala,7.5,Skriftlig,intern censur,2019-12-18
STNR000106,"Anvendt kemi, cand.polyt.",42372,42372 Livscyklusvurdering af produkter og systemer,10,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-12-12
STNR000106,"Anvendt kemi, cand.polyt.",E28-30,Institut for Kemiteknik,12,7-trinsskala,30.0,Projekt,ekstern censur,2020-08-13
STNR000106,"Anvendt kemi, cand.polyt.",KTH60,"KTH60 Kurser meritoverført fra Royal Institute of Technology (KTH), Sverige",BE,bestået/ikke bestået,60.0,Afløsningsopgave,ingen censur,2020-02-07
STNR000106,"Anvendt kemi, cand.polyt.",S28-02-1,Specialkursus ved Institut for Kemiteknik,BE,7-trinsskala,2.5,Projekt,ingen censur,2020-01-23
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41653,41653 Korrosion (teori og teknologi),7,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-12-20
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41655,41655 Avanceret overfladeteknologi,S,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-05-23
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41655,41655 Avanceret overfladeteknologi,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-08-19
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41656,41656 Materialer i avancerede anvendelser og produkter,S,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-05-27
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41656,41656 Materialer i avancerede anvendelser og produkter,7,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-08-22
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41661,41661 Metallære,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-12-17
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41664,41664 Fysisk metallurgi: faseomdannelser i metaller og legeringer,7,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2020-05-15
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41664,41664 Fysisk metallurgi: faseomdannelser i metaller og legeringer,0,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2019-12-12
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41667,41667 Projektkursus i materialeteknologi,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-01-24
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41710,41710 Projektkursus i fremstillingsprocesser,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-06-27
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41733,"41733 Metallurgi, design og fremstilling af støbte komponenter",7,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-07
STNR000245,"Materiale- og procesteknologi, cand.polyt.",41744,41744 Præcisionsfremstillingsteknologier,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-01-22
STNR000245,"Materiale- og procesteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",10,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-06-21
STNR000245,"Materiale- og procesteknologi, cand.polyt.",E41-30,Institut for Mekanisk Teknologi,10,7-trinsskala,30.0,Projekt,ekstern censur,2020-09-14
STNR000245,"Materiale- og procesteknologi, cand.polyt.",S33-10-1,Specialkursus ved Institut for Mikro- og Nanoteknologi,12,7-trinsskala,10.0,Projekt,intern censur,2019-02-18
STNR000245,"Materiale- og procesteknologi, cand.polyt.",S33-10-2,Specialkursus ved Institut for Mikro- og Nanoteknologi,12,7-trinsskala,10.0,Projekt,intern censur,2019-04-01
STNR000245,"Materiale- og procesteknologi, cand.polyt.",S41-05-1,Specialkursus ved Institut for Mekanisk Teknologi,10,7-trinsskala,5.0,Projekt,intern censur,2020-07-01
STNR000442,"Matematisk modellering og computing, cand.polyt.",1617,01617 Introduktion til dynamiske systemer,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-03
STNR000442,"Matematisk modellering og computing, cand.polyt.",2409,02409 Multivariat statistik,4,7-trinsskala,5.0,Skriftlig,intern censur,2018-12-19
STNR000442,"Matematisk modellering og computing, cand.polyt.",2417,02417 Tidsrækkeanalyse,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-17
STNR000442,"Matematisk modellering og computing, cand.polyt.",2425,02425 Diffusioner og stokastiske differentialligninger,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-03
STNR000442,"Matematisk modellering og computing, cand.polyt.",2427,02427 Videregående tidsrækkeanalyse,10,7-trinsskala,10.0,Skriftlig,intern censur,2020-01-24
STNR000442,"Matematisk modellering og computing, cand.polyt.",2429,02429 Analyse af korrelerede data: Mixede lineære modeller,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-24
STNR000442,"Matematisk modellering og computing, cand.polyt.",2460,02460 Avanceret machine learning,7,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-06-04
STNR000442,"Matematisk modellering og computing, cand.polyt.",2582,02582 Computerintensiv dataanalyse,7,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-05-22
STNR000442,"Matematisk modellering og computing, cand.polyt.",2586,02586 Statistisk genetik,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-12-09
STNR000442,"Matematisk modellering og computing, cand.polyt.",2612,02612 Optimering med bibetingelser,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-21
STNR000442,"Matematisk modellering og computing, cand.polyt.",2614,02614 High-performance computing,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-02-21
STNR000442,"Matematisk modellering og computing, cand.polyt.",41634,41634 HardTech entrepreneurship,10,7-trinsskala,10.0,Afløsningsopgave,ekstern censur,2018-12-14
STNR000442,"Matematisk modellering og computing, cand.polyt.",42104,42104 Introduktion til financial engineering,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-28
STNR000442,"Matematisk modellering og computing, cand.polyt.",42180,42180 Kvantitativ modellering af adfærd,4,7-trinsskala,5.0,Skriftlig,intern censur,2019-05-22
STNR000442,"Matematisk modellering og computing, cand.polyt.",E01-35,Institut for Matematik og Computer Science,10,7-trinsskala,35.0,Projekt,ekstern censur,2020-08-06
STNR000442,"Matematisk modellering og computing, cand.polyt.",S11-05-1,Specialkursus ved Institut for Byggeri og Anlæg,7,7-trinsskala,5.0,Projekt,intern censur,2019-08-15
STNR000601,"Medicin og teknologi, cand.polyt.",2411,02411 Statistisk forsøgsplanlægning,2,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-16
STNR000601,"Medicin og teknologi, cand.polyt.",2411,02411 Statistisk forsøgsplanlægning,EM,7-trinsskala,5.0,Skriftlig,intern censur,2017-12-20
STNR000601,"Medicin og teknologi, cand.polyt.",2411,02411 Statistisk forsøgsplanlægning,-3,7-trinsskala,5.0,Skriftlig,intern censur,2019-01-09
STNR000601,"Medicin og teknologi, cand.polyt.",2417,02417 Tidsrækkeanalyse,-3,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-17
STNR000601,"Medicin og teknologi, cand.polyt.",2417,02417 Tidsrækkeanalyse,2,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-14
STNR000601,"Medicin og teknologi, cand.polyt.",2454,02454 Introduktion til kognitionsvidenskab,12,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-01-31
STNR000601,"Medicin og teknologi, cand.polyt.",2455,02455 Eksperimenter i kognitionsvidenskab,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2018-12-17
STNR000601,"Medicin og teknologi, cand.polyt.",2458,02458 Kognitiv modellering,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2018-12-14
STNR000601,"Medicin og teknologi, cand.polyt.",31236,31236 Lydopfattelse og hørelsens signalbehandling,7,7-trinsskala,10.0,Mundtlig,ekstern censur,2018-05-16
STNR000601,"Medicin og teknologi, cand.polyt.",31567,31567 Principper for hjerne-computer interface,12,7-trinsskala,5.0,Afløsningsopgave,ekstern censur,2018-01-19
STNR000601,"Medicin og teknologi, cand.polyt.",31590,31590 Medikoteknisk produktudvikling,7,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-01-04
STNR000601,"Medicin og teknologi, cand.polyt.",36636,36636 Metagenom og mikrobiom analyse,10,7-trinsskala,10.0,Skriftlig,intern censur,2017-12-22
STNR000601,"Medicin og teknologi, cand.polyt.",E01-30,Institut for Matematik og Computer Science,EM,7-trinsskala,30.0,Projekt,ekstern censur,2019-08-14
STNR000601,"Medicin og teknologi, cand.polyt.",E42-30,"Institut for Teknologi, Ledelse og Økonomi",10,7-trinsskala,30.0,Projekt,ekstern censur,2020-07-13
STNR000601,"Medicin og teknologi, cand.polyt.",KU101,KU101 Patofysiologi,2,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-01-17
STNR000601,"Medicin og teknologi, cand.polyt.",KU103,KU103 Biomechanics and neural control of human movement,4,7-trinsskala,10.0,Skriftlig,ekstern censur,2018-06-04
STNR000601,"Medicin og teknologi, cand.polyt.",S42-05-1,"Specialkursus ved Institut for Teknologi, Ledelse og Økonomi",12,7-trinsskala,5.0,Projekt,intern censur,2019-12-31
STNR000601,"Medicin og teknologi, cand.polyt.",S42-05-2,"Specialkursus ved Institut for Teknologi, Ledelse og Økonomi",BE,7-trinsskala,5.0,Projekt,intern censur,2020-08-02
STNR000699,"Matematisk modellering og computing, cand.polyt.",1617,01617 Introduktion til dynamiske systemer,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-03
STNR000699,"Matematisk modellering og computing, cand.polyt.",2170,02170 Databasesystemer,-3,7-trinsskala,5.0,Skriftlig,intern censur,2020-06-15
STNR000699,"Matematisk modellering og computing, cand.polyt.",2170,02170 Databasesystemer,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-09-04
STNR000699,"Matematisk modellering og computing, cand.polyt.",2409,02409 Multivariat statistik,12,7-trinsskala,5.0,Skriftlig,intern censur,2018-12-19
STNR000699,"Matematisk modellering og computing, cand.polyt.",2424,02424 Videregående dataanalyse og statistisk modellering,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-05-19
STNR000699,"Matematisk modellering og computing, cand.polyt.",2427,02427 Videregående tidsrækkeanalyse,10,7-trinsskala,10.0,Skriftlig,intern censur,2019-02-01
STNR000699,"Matematisk modellering og computing, cand.polyt.",2460,02460 Avanceret machine learning,12,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-05-29
STNR000699,"Matematisk modellering og computing, cand.polyt.",2514,02514 Deep learning i computer vision,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-06-26
STNR000699,"Matematisk modellering og computing, cand.polyt.",2582,02582 Computerintensiv dataanalyse,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2019-05-22
STNR000699,"Matematisk modellering og computing, cand.polyt.",2612,02612 Optimering med bibetingelser,12,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-21
STNR000699,"Matematisk modellering og computing, cand.polyt.",2806,02806 Social dataanalyse og visualisering,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-06-19
STNR000699,"Matematisk modellering og computing, cand.polyt.",2807,02807 Beregningsmæssige værktøjer til datavidenskab,10,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-01-14
STNR000699,"Matematisk modellering og computing, cand.polyt.",42186,42186 Model-based machine learning,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-06-17
STNR000699,"Matematisk modellering og computing, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2019-06-21
STNR000699,"Matematisk modellering og computing, cand.polyt.",E42-30,"Institut for Teknologi, Ledelse og Økonomi",12,7-trinsskala,30.0,Projekt,ekstern censur,2021-03-09
STNR000699,"Matematisk modellering og computing, cand.polyt.",S01-05-1,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2019-01-25
STNR000699,"Matematisk modellering og computing, cand.polyt.",S01-05-2,Specialkursus ved Institut for Matematik og Computer Science,BE,7-trinsskala,5.0,Projekt,intern censur,2020-08-07
STNR000699,"Matematisk modellering og computing, cand.polyt.",S42-05-1,"Specialkursus ved Institut for Teknologi, Ledelse og Økonomi",BE,7-trinsskala,5.0,Projekt,intern censur,2021-04-26
STNR000704,"Informationsteknologi, cand.polyt.",2180,02180 Introduktion til kunstig intelligens,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2020-07-01
STNR000704,"Informationsteknologi, cand.polyt.",2193,02193 Etisk hacking,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-09-03
STNR000704,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-06-11
STNR000704,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,10,7-trinsskala,7.5,Skriftlig,intern censur,2020-02-03
STNR000704,"Informationsteknologi, cand.polyt.",2242,02242 Programanalyse,7,7-trinsskala,7.5,Skriftlig,ekstern censur,2019-12-16
STNR000704,"Informationsteknologi, cand.polyt.",2246,02246 Modeltjek,10,7-trinsskala,7.5,Skriftlig,ekstern censur,2020-12-16
STNR000704,"Informationsteknologi, cand.polyt.",2261,02261 Software startup studio,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-01-17
STNR000704,"Informationsteknologi, cand.polyt.",2263,02263 Formelle aspekter af software engineering,7,7-trinsskala,5.0,Skriftlig,intern censur,2021-01-04
STNR000704,"Informationsteknologi, cand.polyt.",2266,02266 User experience engineering,10,7-trinsskala,5.0,Skriftlig,intern censur,2021-03-05
STNR000704,"Informationsteknologi, cand.polyt.",2267,02267 Softwareudvikling af webtjenester,10,7-trinsskala,5.0,Skriftlig,intern censur,2020-02-14
STNR000704,"Informationsteknologi, cand.polyt.",2269,02269 Process mining,10,7-trinsskala,5.0,Mundtlig,intern censur,2019-12-05
STNR000704,"Informationsteknologi, cand.polyt.",2805,02805 Sociale grafer og interaktioner,12,7-trinsskala,10.0,Skriftlig,intern censur,2021-01-06
STNR000704,"Informationsteknologi, cand.polyt.",2806,02806 Social dataanalyse og visualisering,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-06-19
STNR000704,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",10,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-06-19
STNR000704,"Informationsteknologi, cand.polyt.",E42-30,"Institut for Teknologi, Ledelse og Økonomi",12,7-trinsskala,30.0,Projekt,ekstern censur,2021-07-13
STNR000736,"Informationsteknologi, cand.polyt.",2162,02162 Software Engineering 2,7,7-trinsskala,10.0,Skriftlig,intern censur,2020-02-28
STNR000736,"Informationsteknologi, cand.polyt.",2170,02170 Databasesystemer,4,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-03
STNR000736,"Informationsteknologi, cand.polyt.",2220,02220 Distribuerede systemer,4,7-trinsskala,7.5,Skriftlig,intern censur,2019-06-13
STNR000736,"Informationsteknologi, cand.polyt.",2232,02232 Anvendt kryptografi,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-11-19
STNR000736,"Informationsteknologi, cand.polyt.",2234,02234 Aktuelle emner i systemsikkerhed,10,7-trinsskala,5.0,Skriftlig,intern censur,2021-02-01
STNR000736,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-11-12
STNR000736,"Informationsteknologi, cand.polyt.",2238,02238 Biometriske systemer,-3,7-trinsskala,5.0,Skriftlig,intern censur,2019-08-12
STNR000736,"Informationsteknologi, cand.polyt.",2239,02239 Datasikkerhed,7,7-trinsskala,7.5,Skriftlig,intern censur,2020-02-03
STNR000736,"Informationsteknologi, cand.polyt.",2261,02261 Software startup studio,12,7-trinsskala,5.0,Afløsningsopgave,intern censur,2020-01-17
STNR000736,"Informationsteknologi, cand.polyt.",2266,02266 User experience engineering,10,7-trinsskala,5.0,Skriftlig,intern censur,2021-03-05
STNR000736,"Informationsteknologi, cand.polyt.",2269,02269 Process mining,7,7-trinsskala,5.0,Mundtlig,intern censur,2020-12-18
STNR000736,"Informationsteknologi, cand.polyt.",2291,02291 Systemintegration,7,7-trinsskala,5.0,Skriftlig,intern censur,2019-06-17
STNR000736,"Informationsteknologi, cand.polyt.",42085,42085 Forretningsdesign til bæredygtighed,7,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-13
STNR000736,"Informationsteknologi, cand.polyt.",42430,42430 Projektledelse,10,7-trinsskala,5.0,Mundtlig,ekstern censur,2020-02-17
STNR000736,"Informationsteknologi, cand.polyt.",42435,42435 Virksomhedsstart,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-12-20
STNR000736,"Informationsteknologi, cand.polyt.",42490,"42490 Teknologi, ledelse, organisation og forretningsmodeller",7,7-trinsskala,10.0,Skriftlig,ekstern censur,2020-06-19
STNR000736,"Informationsteknologi, cand.polyt.",E42-30,"Institut for Teknologi, Ledelse og Økonomi",EM,7-trinsskala,30.0,Projekt,ekstern censur,2021-09-17
STNR000823,"Matematisk modellering og computing, cand.polyt.",1410,01410 Kryptologi 1,10,7-trinsskala,5.0,Skriftlig,ekstern censur,2019-05-23
STNR000823,"Matematisk modellering og computing, cand.polyt.",1617,01617 Introduktion til dynamiske systemer,12,7-trinsskala,5.0,Skriftlig,intern censur,2020-01-03
